{'academic_degree': 'Доктор наук', 'address': 'Аллея Плетешковская 439', 'age': 18, 'passport_number': 102808, 'snils': '00060862696', 'telephone': '+7-(968)-542-59-85', 'university': 'Госуниверситет нефти и газа имени Губкина', 'weight': 87, 'worldview': 'Пантеизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Сафоновская 1238', 'age': 31, 'passport_number': 174065, 'snils': '62579146119', 'telephone': '+7-(923)-985-32-16', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 69, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Внуковская 3-я 726', 'age': 31, 'passport_number': 242509, 'snils': '16082868484', 'telephone': '+7-(929)-348-01-79', 'university': 'Государственный технологический университет им. К.Э. Циолковского', 'weight': 80, 'worldview': 'Буддизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Лермонтовская 79', 'age': 31, 'passport_number': 275262, 'snils': '55342029568', 'telephone': '+7-(967)-731-50-85', 'university': 'Бауманское МГТУ', 'weight': 45, 'worldview': 'Атеизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Вельяминовская 1077', 'age': 31, 'passport_number': 729765, 'snils': '17764449115', 'telephone': '+7-(935)-452-04-46', 'university': 'Новосибирский технический госуниверситет', 'weight': 46, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Селигерская 796', 'age': 31, 'passport_number': 248817, 'snils': '28970895761', 'telephone': '+7-(968)-330-14-70', 'university': 'Госуниверситет гражданской авиации', 'weight': 88, 'worldview': 'Буддизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Парковая 8-я 1241', 'age': 31, 'passport_number': 465079, 'snils': '91078469930', 'telephone': '+7-(914)-475-69-97', 'university': 'Госуниверситет гражданской авиации', 'weight': 55, 'worldview': 'Буддизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Новоданиловская 369', 'age': 31, 'passport_number': 580478, 'snils': '04798363413', 'telephone': '+7-(968)-120-38-07', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 48, 'worldview': 'Католицизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Боярская 391', 'age': 31, 'passport_number': 441263, 'snils': '17951016178', 'telephone': '+7-(967)-797-81-86', 'university': 'Филиал Российской академии правосудия', 'weight': 66, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Пакгаузное 740', 'age': 31, 'passport_number': 654470, 'snils': '81073610669', 'telephone': '+7-(934)-673-82-30', 'university': 'Московский авиационный институт', 'weight': 68, 'worldview': 'Агностицизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Брестская 1-я 989', 'age': 31, 'passport_number': 553999, 'snils': '54803962307', 'telephone': '+7-(931)-803-13-77', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 43, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Николая Химушина 839', 'age': 31, 'passport_number': 503728, 'snils': '67150906195', 'telephone': '+7-(964)-450-03-20', 'university': 'СПбГУ', 'weight': 59, 'worldview': 'Агностицизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Егора Абакумова 1170', 'age': 31, 'passport_number': 373107, 'snils': '14157617861', 'telephone': '+7-(909)-187-13-46', 'university': 'Санкт-Петербургский государственный политехнический университет', 'weight': 88, 'worldview': 'Деизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Грекова 935', 'age': 31, 'passport_number': 310468, 'snils': '51265413153', 'telephone': '+7-(936)-711-36-07', 'university': 'Филиал Российской академии правосудия', 'weight': 77, 'worldview': 'Агностицизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Алексея Дикого 200', 'age': 31, 'passport_number': 167018, 'snils': '17067124154', 'telephone': '+7-(935)-979-53-89', 'university': 'САУ им. С.П. Королева', 'weight': 49, 'worldview': 'Пантеизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Пестовская 769', 'age': 31, 'passport_number': 707228, 'snils': '70195977321', 'telephone': '+7-(922)-701-47-88', 'university': 'СПбГУ', 'weight': 63, 'worldview': 'Атеизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Колпинская 577', 'age': 31, 'passport_number': 256516, 'snils': '24801624755', 'telephone': '+7-(991)-871-23-90', 'university': 'МФТИ', 'weight': 90, 'worldview': 'Деизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Медиков 269', 'age': 31, 'passport_number': 311844, 'snils': '49651220200', 'telephone': '+7-(916)-890-99-29', 'university': 'МФТИ', 'weight': 72, 'worldview': 'Деизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Пушкина 480', 'age': 31, 'passport_number': 226733, 'snils': '86832440131', 'telephone': '+7-(927)-768-71-55', 'university': 'Санкт-Петербургский государственный политехнический университет', 'weight': 87, 'worldview': 'Католицизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Рубежная 761', 'age': 31, 'passport_number': 457179, 'snils': '41374819786', 'telephone': '+7-(913)-547-91-06', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 89, 'worldview': 'Атеизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Анатолия Живова 1068', 'age': 31, 'passport_number': 272175, 'snils': '52374594300', 'telephone': '+7-(958)-138-72-24', 'university': 'Госуниверситет гражданской авиации', 'weight': 87, 'worldview': 'Иудаизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Индиры Ганди 143', 'age': 31, 'passport_number': 862098, 'snils': '79385022946', 'telephone': '+7-(929)-398-08-05', 'university': 'Филиал Российской академии правосудия', 'weight': 59, 'worldview': 'Деизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Астраханская 1200', 'age': 31, 'passport_number': 291848, 'snils': '58742170015', 'telephone': '+7-(946)-071-92-01', 'university': 'Филиал Российской правовой академии', 'weight': 45, 'worldview': 'Пантеизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Хомутовская 1394', 'age': 31, 'passport_number': 228365, 'snils': '18345973408', 'telephone': '+7-(925)-953-81-54', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 66, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Ивовая 534', 'age': 31, 'passport_number': 821950, 'snils': '33966469636', 'telephone': '+7-(909)-623-80-56', 'university': 'МФТИ', 'weight': 58, 'worldview': 'Пантеизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Фурманная 519', 'age': 31, 'passport_number': 545206, 'snils': '41708273067', 'telephone': '+7-(968)-218-39-72', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 90, 'worldview': 'Атеизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Сестрорецкая 3-я 3', 'age': 31, 'passport_number': 407057, 'snils': '00282875236', 'telephone': '+7-(938)-297-03-02', 'university': 'Новосибирский технический госуниверситет', 'weight': 68, 'worldview': 'Деизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Институтская 2-я 707', 'age': 31, 'passport_number': 297713, 'snils': '24941434882', 'telephone': '+7-(930)-352-84-77', 'university': 'МГУ им. Ломоносова', 'weight': 48, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Специалист', 'address': 'ул. Заречье 538', 'age': 31, 'passport_number': 587657, 'snils': '26262790484', 'telephone': '+7-(962)-569-87-53', 'university': 'Бауманское МГТУ', 'weight': 77, 'worldview': 'Атеизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Старокирочная 774', 'age': 31, 'passport_number': 872896, 'snils': '99416461051', 'telephone': '+7-(958)-563-61-04', 'university': 'Бауманское МГТУ', 'weight': 68, 'worldview': 'Деизм'}
